Ten_Sach;SKU;The_Loai;Gia;Ten_NCC;Ten_NXB;Nam_XB;Ten_Tac_Gia;Trong_Luong;Kich_Thuoc;So_Trang;Hinh_Thuc;Mo_Ta
Bé Tập Kể Chuyện - Gà Tơ Đi Học;SKU: 8934974137696;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;;Nhiều Tác Giả;20;18.5 x 18.5;14;Bìa Mềm;Bé Tập Kể Chuyện - Gà Tơ Đi Học Dựa trên bộ sách Bé tập kể chuyện đã xuất bản, bộ sách Bé tập kể chuyện - Mỗi tuần một câu chuyện được ra đời. Với nét vẽ tươi mới, hồn nhiên, 52 tập, tương ứng với 52 tuần trong một năm, giúp bé mỗi tuần đều có một câu chuyện hấp dẫn để tập kể, qua đó học được một bài học hay.
Bé Tập Kể Chuyện - Sẻ Con Tìm Bạn;SKU: 8934974153214;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2016;Nhiều Tác Giả;50;19 x 19;16;Bìa Mềm;Câu chuyện kể về tình bạn dễ thương của Sẻ Con và Chuột Nhắt. Thông qua câu chuyện các bé sẽ hiểu được đặc điểm và thế mạnh của từng loài, và thế mạnh đó sẽ được phát huy ở những hoàn cành khác nhau và có thể trợ giúp lẫn nhau. Đó chính là nội dung của câu chuyện dễ thương này gửi đến các em. Bé Tập Kể Chuyện - Sẻ Con Tìm Bạn Câu chuyện kể về tình bạn dễ thương của Sẻ Con và Chuột Nhắt. Thông qua câu chuyện các bé sẽ hiểu được đặc điểm và thế mạnh của từng loài, và thế mạnh đó sẽ được phát huy ở những hoàn cành khác nhau và có thể trợ giúp lẫn nhau. Đó chính là nội dung của câu chuyện dễ thương này gửi đến các em.
Bé Học Lễ Giáo - Bubu - Tập 36 Bubu Đi Nghỉ Mát;SKU: 8934974136866;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2018;Nhiều Tác Giả;40;19 x 19;16;Bìa Mềm;Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi. Bé Học Lễ Giáo - Bubu Tập 36: Bubu Đi Nghỉ Mát
Bé Học Lễ Giáo - Bubu - Tập 44 Bubu Và Mèo Con;SKU: 8934974139461;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2018;Nhiều Tác Giả;40;19 x 19;16;Bìa Mềm;Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi. Bé Học Lễ Giáo - Bubu - Tập 44: Bubu Và Mèo Con
Học Tiếng Anh Qua Hình Tự Vẽ - Chim Birds;SKU: 8934974149989;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2017;Bum - Xu;40;19 x 19;15;Bìa Mềm;Từ một từ trong tiếng Anh, bạn đọc có thể phát triển thành hình vẽ ngộ nghĩnh. Chẳng hạn, với từ Cat ta có thể vẽ một bé mèo xinh xắn, với từ Monkey ta có thể vẽ một chú khỉ tinh nghịch... Cứ thế, bạn đọc nhỏ có thể ghi nhớ một số từ về thú như Cat, Dog, Pig, Cow, Sheep, Lion, Monkey. Học Tiếng Anh Qua Hình Tự Vẽ - Chim Birds Sách giúp các em từ 6 đến 9 tuổi vừa luyện tay vẽ vừa nhớ từ vựng tiếng Anh và vận dụng một cách tự nhiên.
Bé Tập Kể Chuyện - Câu Chuyện Trong Rừng;SKU: 8934974138884;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;2016;Nhiều Tác Giả;80;;16;Bìa Mềm;Bé Tập Kể Chuyện - Câu Chuyện Trong Rừng Bé Tập Kể Chuyện là bộ tranh truyện cổ tích, đồng thoại dành cho các bé tuổi mẫu giáo. Thông qua hình thức truyện kể có hình minh họa màu sinh động giúp các bé tiếp cận với những câu chuyện mang tính giáo dục được dễ dàng hơn, giúp hình thành nhân cách cho các bé sau này. Câu Chuyện Trong Rừng nói về sự giúp đỡ của các bạn trong rừng giúp Sóc tìm kiếm kho quả thông mà Sóc đã dự trữ trước khi đi chơi. Câu chuyện giáo dục các em về tính cẩn thận và sự giúp đỡ, chia sẻ lẫn nhau trong cuộc sống.
Bé Học Lễ Giáo - Bubu - Tập 20 - Tập Trồng Cây;SKU: 8934974136835;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;;;;;;;;Bé Học Lễ Giáo - Bubu Tập 20: Tập Trồng Cây Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Tập Kể Chuyện - Mỗi Tuần Một Câu Chuyện: Củ Cải Trắng;SKU: 8934974144441;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;;;;;;;;Dựa theo chương trình kể chuyện của học sinh tiểu học, các câu chuyện được tóm lược lại, hình ảnh minh họa sinh động. Nội dung sách hướng các em tới những điều hay lẽ phải, giáo dục các em những đức tính cần thiết để trở thành người công dân tốt. Bé Tập Kể Chuyện là bộ tranh truyện cổ tích, đồng thoại dành cho các bé tuổi mẫu giáo. Thông qua hình thức truyện kể có hình minh họa màu sinh động giúp các bé tiếp cận với những câu chuyện mang tính giáo dục được dễ dàng hơn, giúp hình thành nhân cách cho các bé sau này. Dựa theo chương trình kể chuyện của học sinh tiểu học, các câu chuyện được tóm lược lại, hình ảnh minh họa sinh động. Nội dung sách hướng các em tới những điều hay lẽ phải, giáo dục các em những đức tính cần thiết để trở thành người công dân tốt.
Bé Tập Kể Chuyện - Quả Bầu Tiên;SKU: 8934974140689;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;;Nhiều Tác Giả;80;18,5 x 18,5;16;Bìa Mềm;Bé Tập Kể Chuyện - Quả Bầu Tiên Cậu bé nhà nghèo nhưng có tấm lòng yêu thương tốt bụng đã được chim én trả ơn bằng một hạt bầu khi quả chín bổ ra toàn vàng bạc, thức ăn ngon. Tên địa chủ tham lam, độc ác nghe chuyện của cậu bé cũng làm tương tự nhưng kết quả thật bi thảm. Câu chuyện thể hiện quan niệm sống ở hiền gặp lành, gieo ác sẽ gặp ác.
Bé Học Lễ Giáo - Bubu - Tập 3 - Bubu Nhận Lỗi;SKU: 8934974139317;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;;;;;;;;Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Tập Kể Chuyện - Nàng Tiên Bóng Đêm;SKU: 8934974140580;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2016;Nhiều Tác Giả;50;19 x 19;15;Bìa Mềm;Có nhiều bạn chỉ thích ngày và rất sợ bóng đêm, nhưng các em có biết ban đêm đem lại cho chúng ta biết bao điều bổ ích. Bóng đêm mang đến sự yên tĩnh thanh bình và giấc ngủ ngon cho mọi người. Các em hãy đón đọc tập sách nhé! Bé Tập Kể Chuyện - Nàng Tiên Bóng Đêm Bé Tập Kể Chuyện là bộ tranh truyện cổ tích, đồng thoại dành cho các bé tuổi mẫu giáo. Thông qua hình thức truyện kể có hình minh họa màu sinh động giúp các bé tiếp cận với những câu chuyện mang tính giáo dục được dễ dàng hơn, giúp hình thành nhân cách cho các bé sau này. Có nhiều bạn chỉ thích ngày và rất sợ bóng đêm, nhưng các em có biết ban đêm đem lại cho chúng ta biết bao điều bổ ích. Bóng đêm mang đến sự yên tĩnh thanh bình và giấc ngủ ngon cho mọi người. Các em hãy đón đọc tập sách nhé!
Bé Học Lễ Giáo - Bubu - Tập 47 - Dũng Cảm;SKU: 8934974139492;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;2016;An Vinh;100;;30;Bìa Mềm;Bubu 47: Dũng Cảm Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Học Lễ Giáo - Bubu - Tập 43 - Nói Dối;SKU: 8934974139454;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;;Tú Quỳnh;100;18.5 x 18.5;16;Bìa Mềm;Bubu Tập 43: Nói Dối Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Học Lễ Giáo - Tập 29 - Bubu Về Quê;SKU: 8934974139393;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;2016;Tiểu Vi Thanh;200;19 x 19;;Bìa Mềm;Bé Học Lễ Giáo - Bubu Về Quê (Tập 29) Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Tập Kể Chuyện - Gà Con Tìm Mẹ;SKU: 8934974140597;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;2016;Nhiều Tác Giả;80;18.5 x 18.5;16;Bìa Mềm;- Ông nghè hóa cọp
Bé Tập Kể Chuyện - Hai Anh Em;SKU: 8934974153160;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;NXB Trẻ;;Nhiều Tác Giả;80;18.5 x 18.5;16;Bìa Mềm;Hai Anh Em Câu chuyện về hai anh em, người anh siêng năng làm lụng, chịu đựng khó khăn vất vả cuối cùng đã được ấm no, giàu có. Còn người em lại lười biếng, không muốn đụng tay đụng chân làm việc nên đói nghèo, rách rưới. Câu chuyện không chỉ đề cao giá trị của sức lao động mà còn thể hiện tình cảm anh em ruột thịt keo sơn.
Học Tiếng Anh Qua Hình Tự Vẽ - Côn Trùng Insects;SKU: 8934974149965;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2019;Bum - Xu;40;19 x 19;15;Bìa Mềm;Từ một từ trong tiếng Anh, bạn đọc có thể phát triển thành hình vẽ ngộ nghĩnh. Chẳng hạn, với từ Cat ta có thể vẽ một bé mèo xinh xắn, với từ Monkey ta có thể vẽ một chú khỉ tinh nghịch... Cứ thế, bạn đọc nhỏ có thể ghi nhớ một số từ về thú như Cat, Dog, Pig, Cow, Sheep, Lion, Monkey. Học Tiếng Anh Qua Hình Tự Vẽ - Côn Trùng Insects Sách giúp các em từ 6 đến 9 tuổi vừa luyện tay vẽ vừa nhớ từ vựng tiếng Anh và vận dụng một cách tự nhiên.
Bé Tập Kể Chuyện - Chú Vịt Xám;SKU: 8934974153184;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;;Nhiều Tác Giả;80;18.5 x 18.5;15;Bìa Mềm;Chuyện kể về chú Vịt Xám không nghe lời mẹ nên đã bị lạc đàn. Trong lúc hoảng hốt tìm mẹ, xém chút chú bị Cáo vồ ăn thịt, may nhờ có mẹ tới cứu kịp thời nên thoát chết. Từ đấy Vịt Xám không bao giờ dám làm sai lời mẹ dặn.
Bé Tập Kể Chuyện - Chàng Rùa;SKU: 8934974140672;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;2016;Nhiều Tác Giả;50;18.5 x 18.5;16;Bìa Mềm;Bé Tập Kể Chuyện - Chàng Rùa Dựa theo chương trình kể chuyện của học sinh tiểu học, các câu chuyện được tóm lược lại, hình ảnh minh họa sinh động. Nội dung sách hướng các em tới những điều hay lẽ phải, giáo dục các em những đức tính cần thiết để trở thành người công dân tốt.
Bé Tập Kể Chuyện - Nhổ Củ Cải;SKU: 8934974138846;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;;Nhiều Tác Giả;100;18.5 x 18.5 cm ;;Bìa Mềm;
Bé Học Lễ Giáo - Tập 28 - Bubu Đi Sở Thú;SKU: 8934974139409;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;;;;;;;;Bé Học Lễ Giáo - Bubu Đi Sở Thú (Tập 28) Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Học Lễ Giáo - Bubu - Tập 46 - Xin Lỗi;SKU: 8934974139485;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;;;;;;;;;Bé Học Lễ Giáo - Bubu 46: Xin Lỗi Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi.
Bé Tập Kể Chuyện - Cây Tre Trăm Đốt;SKU: 8934974140665;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;;Nhiều Tác Giả;80;18.5 x 18.5;16;Bìa Mềm;"Ngày xưa có một chàng trai hiền lành, khỏe mạnh tên là Khoai đi cày thuê cho vợ chồng ông phú hộ. Hai người này có hứa: ""Con chịu khó làm lụng giúp ta, ba năm nữa ta sẽ gả con gái ta cho"" . Tin vào lời hứa, anh ra sức làm việc không ngại khó nhọc. Nhưng ba năm sau, khi mà ông nhà giàu đã có mọi thứ của cải, ông bèn trở mặt, ông đưa ra một điều kiện là phải tìm được một cây tre trăm đốt để làm nhà cưới vợ thì ông mới gả con gái cho. Vì muốn có cơ hội để cưới con gái của chủ, anh bèn lên rừng quyết tâm tìm được một cây tre trăm đốt. Tìm mãi không thấy, anh thất vọng ngồi khóc. Bỗng Bụt hiện lên và bảo anh đi tìm, chặt cho đủ 100 đốt tre rời rồi giúp anh bằng hai câu thần chú: "" khắc nhập, khắc nhập! "" để gắn kết 100 đốt tre rời thành một cây tre trăm đốt và "" khắc xuất, khắc xuất! "" để tách các đốt tre ra. Nhờ là các khúc tre rời nên anh cũng dễ dàng gánh về làng được. Về nhà, anh cho cha vợ tương lai của mình xem cây tre trăm đốt. Không tin vào điều mắt mình nhìn thấy, ông nhà giàu sờ tay vào cây đếm từng khúc tre. Phép màu của Bụt đã hút ông dính luôn vào cây tre. Khi ông đồng ý giữ lời hứa, anh mới sực nhớ ra câu ""khắc xuất"" để giải thoát cho cha vợ của mình. Sợ hãi, ông phú hộ phải giữ lời hứa, gả con gái cho anh nông dân. Cuối cùng, anh và con gái ông phú hộ sống với nhau hạnh phúc mãi mãi."
Bé Học Lễ Giáo - Bubu - Tập 45 Bubu Chậm Chạp;SKU: 8934974139478;Loại sản phẩm: Nhóm Sách Thiếu Nhi;9,800₫;Nhà Xuất Bản Trẻ;Nhà Xuất Bản Trẻ;2018;Nhiều Tác Giả;40;19 x 19;16;Bìa Mềm;Những câu chuyện lễ giáo trong bộ sách này là những bài giáo dục đạo đức nho nhỏ giúp các em học hỏi những điều hay và tránh những thói quen, tật xấu để trở thành người con ngoan, trò giỏi. Bé Học Lễ Giáo - Bubu - Tập 45: Bubu Chậm Chạp
Bé Tập Kể Chuyện - Cây Khế;SKU: 8934974140658;Loại sản phẩm: Nhóm Sách Thiếu Nhi;5,100₫;;NXB Trẻ;;Nhiều Tác Giả;80;18,5 x 18,5;16;Bìa Mềm;Bé Tập Kể Chuyện - Cây Khế Bé Tập Kể Chuyện là bộ tranh truyện cổ tích, đồng thoại dành cho các bé tuổi mẫu giáo. Thông qua hình thức truyện kể có hình minh họa màu sinh động giúp các bé tiếp cận với những câu chuyện mang tính giáo dục được dễ dàng hơn, giúp hình thành nhân cách cho các bé sau này. Câu chuyện Cây Khế đã rất quen thuộc với các bạn đọc nhỏ tuổi. Câu chuyện sẽ giúp các bé hiểu kẻ nào tham lam sẽ không gặp may mắn còn người nào hiền lành, chăm chỉ sẽ hưởng hạnh phúc và gặp nhiều may mắn trong cuộc đời. Với lời văn nhẹ nhàng, sâu lắng sẽ mang lại cho các bé bài học làm người sâu sắc. Hân hạnh giới thiệu cùng các bạn nhỏ.
